year,name,drafted
1998,Steve McKinney,1
1998,Alonzo Mayes,1
1998,Michael Pittman,1
1998,Az Hakim,1
1998,Fred Weary,1
1998,Roland Williams,1
1998,Julian Pittman,1
1998,Michael Myers,1
1998,Tavian Banks,1
1998,Lorenzo Bromell,1
1998,Omar Brown,1
1998,Todd Washington,1
1998,Glen Steele,1
1998,Donald Hayes,1
1998,Joe Salave'a,1
1998,Deshone Myles,1
1998,Gennaro DiNapoli,1
1998,Kivuusama Mays,1
1998,Jason Fabini,1
1998,Brandon Whiting,1
1998,Shawn Barber,1
1998,Tim Dwight,1
1998,Leonta Rheams,1
1998,Clarence Love,1
1998,Deshea Townsend,1
1998,Harry Deligianis,1
1998,Lance Schulters,1
1998,Greg Favors,1
1998,Roosevelt Blackmon,1
1998,Curtis Alexander,1
1998,Carlos King,1
1998,Martin Chase,1
1998,Terry Hardy,1
1998,Cedric Harden,1
1998,Jeremy Brigham,1
1998,Robert Williams,1
1998,Raymond Priester,1
1998,Darren Hambrick,1
1998,Jonathan Linton,1
1998,Wilmont Perry,1
1998,Ryan Sutter,1
1998,Casey Dailey,1
1998,Antony Jordan,1
1998,Jerry Jensen,1
1998,Jason Simmons,1
1998,Oliver Ross,1
1998,Benji Olson,1
1998,Mark Fischer,1
1998,Doug Karczewski,1
1998,Ike Reese,1
1998,Scott Shaw,1
1998,Kerry Cooks,1
1998,Ron Merkerson,1
1998,Blake Spence,1
1998,Toby Myles,1
1998,John Wade,1
1998,Eric Bateman,1
1998,Corey Bradford,1
1998,Phil Ostrowski,1
1998,Travian Smith,1
1998,Chris Howard,1
1998,Ron Rogers,1
1998,Clifford Ivory,1
1998,Scott McGarrahan,1
1998,Chris Draft,1
1998,Zack Walz,1
1998,Glenn Rountree,1
1998,Fred Coleman,1
1998,Chris Bordano,1
1998,Carl Hansen,1
1998,Eric Ogbogu,1
1998,Sammy Williams,1
1998,Damien Richardson,1
1998,Elijah Williams,1
1998,Jason Tucker,1
1998,Lee Wiggins,1
1998,Bobby Shaw,1
1998,Patrick Palmer,1
1998,Nathan Strikwerda,1
1998,John Dutton,1
1998,Matt Birk,1
1998,Chris Brazzell,1
1998,James Cannida,1
1998,Harold Shaw,1
1998,Todd Pollack,1
1998,Chris Fuamatu-Ma'afala,1
1998,Lamanzer Williams,1
1998,Fred Beasley,1
1998,Derrick Ransom,1
1998,Kevin McLeod,1
1998,Dustin Johnson,1
1998,Shevin Smith,1
1998,Jamaal Alexander,1
1998,Ryan Olson,1
1998,Matt Hasselbeck,1
1998,Izell Reese,1
1998,Patrick Mannelly,1
1998,Aaron Taylor,1
1998,David Terrell,1
1998,Alvis Whitted,1
1998,Phil Savoy,1
1998,Jon Haskins,1
1998,Lawrence Hart,1
1998,Viliami Maumau,1
1998,Jason McEndoo,1
1998,Victor Allotey,1
1998,Ephraim Salaam,1
1998,Trey Teague,1
1998,Ken Oxendine,1
1998,Marcus Parker,1
1998,Henry Slay,1
1998,Andy McCullough,1
1998,Jimmy Sprotte,1
1998,Antwaune Ponds,1
1998,Chris Liwienski,1
1998,Chester Burnett,1
1998,George Cousins,1
1998,Jim Bundren,1
1998,Jason Andersen,1
1998,Chance McCarty,1
1998,Ben Fricke,1
1998,Brandon Tolbert,1
1998,Ryan Thelwell,1
1998,Eric Warfield,1
1998,Chad Overhauser,1
1998,Edwin Watson,1
1998,Nate Wayne,1
1998,Chris Akins,1
1998,Angel Rubio,1
1998,Damian Vaughn,1
1998,Tarik Smith,1
1998,Ernest Blackwell,1
1998,Tony Darden,1
1998,Pat Tillman,1
1998,Antonio Fleming,1
1998,Jim Turner,1
1998,Kevin Long,1
1998,Vince Amey,1
1998,Cory Gaines,1
1998,Moses Moreno,1
1998,Ron Janes,1
1998,Kio Sanford,1
1998,David Sanders,1
1998,Jason Chorak,1
1998,Rodrick Monroe,1
1998,Kamil Loud,1
1998,Ron Warner,1
1998,Melvin Thomas,1
1998,Cam Quayle,1
1999,Tim Couch,1
1999,Donovan McNabb,1
1999,Akili Smith,1
1999,Edgerrin James,1
1999,Ricky Williams,1
1999,Torry Holt,1
1999,Champ Bailey,1
1999,David Boston,1
1999,Chris Claiborne,1
1999,Chris McAlister,1
1999,Daunte Culpepper,1
1999,Cade McNown,1
1999,Troy Edwards,1
1999,John Tait,1
1999,Anthony McFarland,1
1999,Jevon Kearse,1
1999,Damien Woody,1
1999,Matt Stinchcomb,1
1999,Luke Petitgout,1
1999,Ebenezer Ekuban,1
1999,L.J. Shelton,1
1999,Lamar King,1
1999,Antoine Winfield,1
1999,Reggie McGrew,1
1999,Antwan Edwards,1
1999,Fernando Bryant,1
1999,Aaron Gibson,1
1999,Andy Katzenmoyer,1
1999,Dimitrius Underwood,1
1999,Patrick Kerney,1
1999,Al Wilson,1
1999,Kevin Johnson,1
1999,Charles Fisher,1
1999,Chris Terry,1
1999,Barry Gardner,1
1999,Mike Peterson,1
1999,Jon Jansen,1
1999,Mike Rucker,1
1999,J.J. Johnson,1
1999,Tony Bryant,1
1999,Dre' Bly,1
1999,Reginald Kelly,1
1999,Rob Konrad,1
1999,Jim Kleinsasser,1
1999,Rahim Abdullah,1
1999,Kevin Faulk,1
1999,Fred Vinson,1
1999,Russell Davis,1
1999,Joe Montgomery,1
1999,Shaun King,1
1999,Johnny Rutledge,1
1999,John Thornton,1
1999,Peerless Price,1
1999,Mike Cloud,1
1999,Solomon Page,1
1999,Larry Smith,1
1999,Randy Thomas,1
1999,Montae Reagor,1
1999,Scott Shields,1
1999,Jermaine Fazande,1
1999,Lennie Friedman,1
1999,Daylon McCutcheon,1
1999,Brandon Burlsworth,1
1999,Doug Brzezinski,1
1999,Cory Hall,1
1999,Rex Tucker,1
1999,Chris Watson,1
1999,Rich Coady,1
1999,Steve Heiden,1
1999,Jared DeVries,1
1999,D'Wayne Bates,1
1999,Grey Ruegamer,1
1999,Joey Porter,1
1999,Kris Farris,1
1999,Gary Stills,1
1999,Marquis Smith,1
1999,Brock Huard,1
1999,Marty Booker,1
1999,Dan Campbell,1
1999,Martin Gramatica,1
1999,Zach Piller,1
1999,Karsten Bailey,1
1999,Tom Burke,1
1999,Larry Atkins,1
1999,Dat Nguyen,1
1999,Shawn Bryson,1
1999,Mike McKenzie,1
1999,Anthony Cesario,1
1999,Chike Okeafor,1
1999,David Loverne,1
1999,Tony George,1
1999,Jeff Paulk,1
1999,Travis McGriff,1
1999,Cletidus Hunt,1
1999,Amos Zereoue,1
1999,Paul Miranda,1
1999,John Welbourn,1
1999,Craig Yeast,1
1999,Anthony Parker,1
1999,Hannibal Navies,1
1999,Joe Germaine,1
1999,Dameane Douglas,1
1999,Sedrick Irvin,1
1999,Jason Perry,1
1999,Brandon Stokley,1
1999,Warrick Holdman,1
1999,Nate Stimson,1
1999,Larry Parker,1
1999,Aaron Smith,1
1999,Pierson Prioleau,1
1999,Rosevelt Colvin,1
1999,Sean Bennett,1
1999,Dexter Jackson,1
1999,Brad Ware,1
1999,Antonio Cochran,1
1999,Joel Makovicka,1
1999,Donald Mitchell,1
1999,Wane McGarity,1
1999,Keith Newman,1
1999,Kenny Wright,1
1999,Kevin Landolt,1
1999,Bobby Collins,1
1999,Jason Wiltz,1
1999,Wali Rainer,1
1999,Jay Humphrey,1
1999,Johndale Carty,1
1999,Olandis Gary,1
1999,Damon Moore,1
1999,Edwin Mulitalo,1
1999,Na Brown,1
1999,Aaron Brooks,1
1999,Hundens Zellner,1
1999,Josh Bidwell,1
1999,Cecil Collins,1
1999,Nick Williams,1
1999,Jerame Tuman,1
1999,Tyree Talton,1
1999,Brad Scioli,1
1999,Adrian Dingle,1
1999,Floyd Wedderburn,1
1999,Reggie Nelson,1
1999,Bryan Jones,1
1999,Jerry Wisne,1
1999,Khari Samuel,1
1999,Cameron Spikes,1
1999,Eric Barton,1
1999,Jerry Azumah,1
1999,Darrin Chiaverini,1
1999,Mike Rosenthal,1
1999,John McLaughlin,1
1999,Kevin Daft,1
1999,Charlie Rogers,1
1999,Roderick Coleman,1
1999,Derrick Fletcher,1
1999,Paris Johnson,1
1999,Jay Foreman,1
1999,Terry Jackson,1
1999,David Bowens,1
1999,DeMond Parker,1
1999,Jason Craft,1
1999,Tyrone Hopson,1
1999,Jermaine Jones,1
1999,Craig Heimburger,1
1999,Eugene Baker,1
1999,Derek Smith,1
1999,Malcolm Johnson,1
1999,Darwin Brown,1
1999,Yusuf Scott,1
1999,Chris Jones,1
1999,Steve Johnson,1
1999,Tai Streets,1
1999,Cecil Martin,1
1999,Kelly Gregg,1
1999,Marcus Spriggs,1
1999,Robert Daniel,1
1999,Lionel Barnes,1
1999,Clint Kriewaldt,1
1999,Tyrone Bell,1
1999,Desmond Clark,1
1999,Marcus Washington,1
1999,Jeff Hall,1
1999,Emarlos Leroy,1
1999,Marc Megna,1
1999,Rashard Cook,1
1999,Talance Sawyer,1
1999,Darran Hall,1
1999,Kendall Ogle,1
1999,Daren Yancey,1
1999,Lyle West,1
1999,Jacoby Rhinehart,1
1999,James Dearth,1
1999,Brent Bartholomew,1
1999,MarTay Jenkins,1
1999,Armon Hatcher,1
1999,Lamarr Glenn,1
1999,Dee Miller,1
1999,J.P. Machado,1
1999,Jeff Kelly,1
1999,Antico Dalton,1
1999,Eric Thigpen,1
1999,Troy Smith,1
1999,Melvin Bradley,1
1999,Scott Curry,1
1999,Chad Plummer,1
1999,Andre Weathers,1
1999,Dennis McKinley,1
1999,Madre Hill,1
1999,Jed Weaver,1
1999,Tony Coats,1
1999,Hunter Smith,1
1999,Tony Booth,1
1999,Chris Akins,1
1999,Donald Driver,1
1999,Antonio Dingle,1
1999,Mike Pringley,1
1999,Anthony Poindexter,1
1999,Tim Alexander,1
1999,Billy Miller,1
1999,Chad Kelsay,1
1999,Eric King,1
1999,Sulecio Sanford,1
1999,Phil Glover,1
1999,Ryan Young,1
1999,JoJuan Armour,1
1999,Ryan Hale,1
1999,Robert Hunt,1
1999,Michael Bishop,1
1999,Kris Brown,1
1999,Mike Lucky,1
1999,Sheldon Jackson,1
1999,O.J. Childress,1
1999,Jermaine Haley,1
1999,Autry Denson,1
1999,Kory Minor,1
1999,J.J. Syvrud,1
1999,Noel Scarlett,1
1999,Todd McClure,1
1999,Justin Swift,1
1999,Chris Greisen,1
1999,Darnell McDonald,1
1999,Sean Morey,1
1999,Dee Moronkola,1
1999,Kelvin Garmon,1
1999,Joe Wong,1
1999,Scott Covington,1
1999,Chris White,1
1999,Rondel Menendez,1
1999,Bryce Fisher,1
1999,Donald Broomfield,1
1999,Corey Terry,1
1999,Pernell Davis,1
1999,Rodney Williams,1
1999,James Finn,1
2000,Courtney Brown,1
2000,LaVar Arrington,1
2000,Chris Samuels,1
2000,Peter Warrick,1
2000,Jamal Lewis,1
2000,Corey Simon,1
2000,Thomas Jones,1
2000,Plaxico Burress,1
2000,Brian Urlacher,1
2000,Travis Taylor,1
2000,Ron Dayne,1
2000,Shaun Ellis,1
2000,John Abraham,1
2000,Bubba Franks,1
2000,Deltha O'Neal,1
2000,Julian Peterson,1
2000,Sebastian Janikowski,1
2000,Chad Pennington,1
2000,Shaun Alexander,1
2000,Stockar McDougle,1
2000,Sylvester Morris,1
2000,Chris McIntosh,1
2000,Rashard Anderson,1
2000,Ahmed Plummer,1
2000,Chris Hovan,1
2000,Erik Flowers,1
2000,Anthony Becht,1
2000,Rob Morris,1
2000,R. Jay Soward,1
2000,Keith Bulluck,1
2000,Trung Canidate,1
2000,Dennis Northcutt,1
2000,Darren Howard,1
2000,Mark Roman,1
2000,John Engelberger,1
2000,Todd Pinkston,1
2000,Travis Claridge,1
2000,Marvel Smith,1
2000,Mike Brown,1
2000,Ian Gold,1
2000,Raynoch Thompson,1
2000,Cornelius Griffin,1
2000,Rogers Beckett,1
2000,Chad Clifton,1
2000,Kenoy Kennedy,1
2000,Adrian Klemm,1
2000,Jerry Porter,1
2000,Jason Webster,1
2000,Dwayne Goodrich,1
2000,Barrett Green,1
2000,Cosey Coleman,1
2000,Ike Charlton,1
2000,Todd Wade,1
2000,William Bartee,1
2000,Fred Robbins,1
2000,Michael Boireau,1
2000,Deon Grant,1
2000,Travares Tillman,1
2000,Marcus Washington,1
2000,Brad Meester,1
2000,Bobbie Williams,1
2000,Jacoby Shepherd,1
2000,Travis Prentice,1
2000,Lloyd Harrison,1
2000,Giovanni Carmazzi,1
2000,Ron Dugans,1
2000,Mark Simoneau,1
2000,Erron Kinney,1
2000,Dez White,1
2000,Chris Cole,1
2000,Darwin Walker,1
2000,Kendrick Clancy,1
2000,Ron Dixon,1
2000,Steve Warren,1
2000,Chris Redman,1
2000,J.R. Redmond,1
2000,Hank Poteat,1
2000,Laveranues Coles,1
2000,JaJuan Dawson,1
2000,Darrell Jackson,1
2000,Reuben Droughns,1
2000,Leander Jordan,1
2000,Damion McIntosh,1
2000,Ben Kelly,1
2000,Gregory Wesley,1
2000,Jeff Ulbrich,1
2000,Dustin Lyman,1
2000,Doug Chapman,1
2000,Corey Moore,1
2000,Nate Webster,1
2000,David Macklin,1
2000,T.J. Slaughter,1
2000,Byron Frisch,1
2000,John St. Clair,1
2000,Lewis Sanders,1
2000,Terrelle Smith,1
2000,Curtis Keaton,1
2000,Na'il Diggs,1
2000,Gari Scott,1
2000,Michael Thompson,1
2000,Jerry Johnson,1
2000,David Barrett,1
2000,Danny Farmer,1
2000,Kaulana Noa,1
2000,Brandon Short,1
2000,Antonio Wilson,1
2000,Junior Ioane,1
2000,John Keith,1
2000,Kareem Larrimore,1
2000,Aaron Shea,1
2000,Trevor Gaylor,1
2000,Cooper Carlisle,1
2000,Leonardo Carson,1
2000,Anthony Lucas,1
2000,Frank Moreau,1
2000,Marcus Bell,1
2000,Deon Dyer,1
2000,Tyrone Carter,1
2000,Isiah Kacyvenski,1
2000,Alvin McKinley,1
2000,Avion Black,1
2000,Josh Williams,1
2000,Joey Chustz,1
2000,Bobby Myers,1
2000,Reggie Austin,1
2000,Gary Berry,1
2000,Greg Robinson-Randall,1
2000,Peter Sirmon,1
2000,Michael Moore,1
2000,Anthony Malbrough,1
2000,Tutan Reyes,1
2000,Paul Smith,1
2000,Robert Bean,1
2000,Anthony Midget,1
2000,Aric Morris,1
2000,Falemao Tosi,1
2000,Clark Haggans,1
2000,Matt Johnson,1
2000,Brian Young,1
2000,Ralph Brown,1
2000,Dave Stachelski,1
2000,Shane Lechler,1
2000,Windrell Hayes,1
2000,Michael Wiley,1
2000,Todd Franz,1
2000,Lamar Chapman,1
2000,Gillis Wilson,1
2000,Richard Mercier,1
2000,Kabeer Gbaja-Biamila,1
2000,John Milem,1
2000,Joey Jamison,1
2000,Arturo Freeman,1
2000,Dante Hall,1
2000,Muneer Moore,1
2000,Quincy Sanders,1
2000,Sammy Morris,1
2000,James Whalen,1
2000,Austin Wheatley,1
2000,Kiwaukee Thomas,1
2000,Frank Chamberlin,1
2000,Jeff Marriott,1
2000,Patrick Dennis,1
2000,Tee Martin,1
2000,Jay Tant,1
2000,Troy Walters,1
2000,Chad Morton,1
2000,Ernest Grant,1
2000,Marc Bulger,1
2000,Neil Rackers,1
2000,Frank Murphy,1
2000,Thomas Hamner,1
2000,Mareno Philyaw,1
2000,Chris Combs,1
2000,Paul Edinger,1
2000,James Williams,1
2000,Jabari Issa,1
2000,Dhani Jones,1
2000,John Frank,1
2000,Tony Scott,1
2000,Mario Edwards,1
2000,Quinton Reese,1
2000,Jeno James,1
2000,Spergon Wynn,1
2000,Shannon Taylor,1
2000,Tim Watson,1
2000,Adalius Thomas,1
2000,Antwan Harris,1
2000,Darnell Alford,1
2000,Mike Anderson,1
2000,John Hilliard,1
2000,Cedric Woodard,1
2000,John Romero,1
2000,David Gibson,1
2000,Leif Larsen,1
2000,Michael Hawthorne,1
2000,Emanuel Smith,1
2000,Robaire Smith,1
2000,Matt Bowen,1
2000,Tom Brady,1
2000,Sherrod Gideon,1
2000,David Nugent,1
2000,Todd Husak,1
2000,Damen Wheeler,1
2000,Jason Gavadza,1
2000,JaJuan Seider,1
2000,Brad Bedell,1
2000,Manuia Savea,1
2000,Desmond Kitchings,1
2000,Eric Chandler,1
2000,Brad St. Louis,1
2000,Darrick Vaughn,1
2000,Tim Rattay,1
2000,Mike Green,1
2000,Jarious Jackson,1
2000,Sekou Sanyika,1
2000,Delbert Cowsette,1
2000,Jeremiah Parker,1
2000,Richard Seals,1
2000,Orantes Grant,1
2000,Andrew Kline,1
2000,Lester Towns,1
2000,Jason Thomas,1
2000,James Cotton,1
2000,Mark Tauscher,1
2000,Rashidi Barnes,1
2000,Casey Tisdale,1
2000,Mondriel Fulcher,1
2000,Kevin Houser,1
2000,Ron Moore,1
2000,Brian Jennings,1
2000,Clifton Black,1
2000,Jeff Harris,1
2000,Drew Haddad,1
2000,Joe Hamilton,1
2000,Rob Renes,1
2000,Erik Olson,1
2000,Wes Shivers,1
2000,Rodregis Brooks,1
2000,Patrick Pass,1
2000,Mike Malano,1
2000,Rob Meier,1
2000,Charles Lee,1
2000,Shyrone Stith,1
2000,Giles Cole,1
2000,Danny Clark,1
2000,Leroy Fields,1
2000,Mark Baniewicz,1
2000,Lewis Kelly,1
2000,Eugene McCaslin,1
2000,Ethan Howell,1
2000,DaShon Polk,1
2000,Rondell Mealey,1
2000,Alfonso Boone,1
2000,Michael Green,1
2001,Michael Vick,1
2001,Leonard Davis,1
2001,Gerard Warren,1
2001,Justin Smith,1
2001,LaDainian Tomlinson,1
2001,Richard Seymour,1
2001,Andre Carter,1
2001,David Terrell,1
2001,Koren Robinson,1
2001,Jamal Reynolds,1
2001,Dan Morgan,1
2001,Damione Lewis,1
2001,Marcus Stroud,1
2001,Kenyatta Walker,1
2001,Rod Gardner,1
2001,Santana Moss,1
2001,Steve Hutchinson,1
2001,Jeff Backus,1
2001,Casey Hampton,1
2001,Adam Archuleta,1
2001,Nate Clements,1
2001,Will Allen,1
2001,Deuce McAllister,1
2001,Willie Middlebrooks,1
2001,Freddie Mitchell,1
2001,Jamar Fletcher,1
2001,Michael Bennett,1
2001,Derrick Gibson,1
2001,Ryan Pickett,1
2001,Reggie Wayne,1
2001,Todd Heap,1
2001,Drew Brees,1
2001,Quincy Morgan,1
2001,Kyle Vanden Bosch,1
2001,Alge Crumpler,1
2001,Chad Johnson,1
2001,Idrees Bashir,1
2001,Anthony Thomas,1
2001,Kendrell Bell,1
2001,Ken Lucas,1
2001,Robert Ferguson,1
2001,Tommy Polley,1
2001,Maurice Williams,1
2001,Kris Jenkins,1
2001,Fred Smoot,1
2001,Aaron Schobel,1
2001,Jamie Winborn,1
2001,Matt Light,1
2001,LaMont Jordan,1
2001,Dominic Raiola,1
2001,Paul Toviessi,1
2001,Chris Chambers,1
2001,Quincy Carter,1
2001,Michael Stone,1
2001,Quinton Caver,1
2001,Tony Dixon,1
2001,Willie Howard,1
2001,Travis Henry,1
2001,Marques Tuiasosopo,1
2001,Andre Dyson,1
2001,Shaun Rogers,1
2001,Gary Baxter,1
2001,Derrick Burgess,1
2001,Adrian Wilson,1
2001,James Jackson,1
