year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,drafted
2015,sean mannion,Oregon State,QB,77.63,229,5.14,,31,105,4.39,7.29,Y
2000,sean keenan,Williams College (MA),QB,75,202,5.03,,25.5,95,4.41,7.21,N
2010,sean canfield,Oregon State,QB,75.75,223,4.93,,29.5,100,4.39,7.26,Y
2011,scott tolzien,Wisconsin,QB,74,212,4.92,,29.5,116,4.12,6.84,N
2004,scott rislov,San Jose State,QB,73,224,4.94,,30,119,4.34,7.44,N
1999,scott dreisbach,Michigan,QB,75,216,4.78,,33,109,4.27,7.06,N
1999,scott covington,Miami (FL),QB,74.1,219,4.67,,34,107,4.42,7.62,Y
2008,sam keller,Nebraska,QB,75.63,241,5.03,,24,107,4.35,7.07,N
2018,sam darnold,Southern California,QB,75,221,4.85,,26.5,105,4.4,6.96,Y
2010,sam bradford,Oklahoma,QB,76.25,236,4.79,,,,,,Y
2001,sage rosenfels,Iowa State,QB,76.4,228,4.77,,34,107,4.29,7.07,Y
2012,ryan tannehill,Texas A&M,QB,75.88,221,4.65,,,,,,Y
2013,ryan nassib,Syracuse,QB,74.13,227,5.06,,28.5,105,4.53,7.34,Y
2011,ryan mallett,Arkansas,QB,78.75,253,5.24,,24,103,,,Y
2012,ryan lindley,San Diego State,QB,75.75,229,4.86,,29.5,108,4.45,7.52,Y
2005,ryan fitzpatrick,Harvard,QB,74.38,232,4.87,,30.5,103,4.07,7.09,Y
2011,ryan colburn,Fresno State (CA),QB,74.75,233,5.12,,,,4.28,6.84,N
1998,ryan clement,Miami (FL),QB,73,212,5.02,,31,104,4.39,7.85,N
2012,russell wilson,Wisconsin,QB,70.63,204,4.53,,34,118,4.09,6.97,Y
2002,ronald curry,North Carolina,QB,73.9,220,4.65,,35,110,4.11,7.06,Y
1998,ron powlus,Notre Dame,QB,73.6,219,5.1,,26,98,4.35,7.53,N
2001,romaro miller,Mississippi,QB,72.1,205,4.64,,35,110,4.51,7.4,N
2002,rohan davey,Louisiana State,QB,74,245,4.74,,25.5,,,,Y
2004,rod rutherford,Pittsburgh,QB,73.6,240,4.79,,30.5,110,4.41,7.66,N
2004,robert kent III,Jackson State (MS),QB,76.3,222,4.85,,26.5,110,4.22,7.69,N
2012,robert griffin,Baylor,QB,74.38,223,4.33,,39,120,,,N
2010,riley skinner,Wake Forest,QB,72,214,5.05,,30,101,4.29,7.04,N
2018,riley ferguson,Memphis,QB,75,212,4.98,,29,110,4.4,6.96,N
2011,ricky stanzi,Iowa,QB,76.38,223,4.87,,32.5,110,4.43,6.95,Y
2009,rhett bomar,Sam Houston State (TX),QB,74.25,225,4.7,25,,106,4.06,6.91,Y
2003,rex grossman,Florida,QB,73,217,5.06,,,,,,Y
2006,reggie mcneal,Texas A&M,QB,74,198,4.43,,32,121,4.25,6.96,Y
2002,randy fasani,Stanford,QB,75.4,234,4.78,,31.5,106,3.87,6.75,Y
2006,quinton porter,Boston College,QB,76.63,233,4.72,,33.5,116,4.1,6.76,N
2018,quinton flowers,South Florida,QB,70,214,4.63,,,112,4.57,6.81,N
2001,quincy carter,Georgia,QB,74.1,225,4.61,,35.5,113,4.12,7.12,Y
2004,philip rivers,North Carolina State,QB,77,229,5.08,,,,,,Y
2016,paxton lynch,Memphis,QB,78.63,244,4.86,,36,118,4.26,7.14,Y
2008,paul smith,Tulsa (OK),QB,73.25,208,4.97,,26.5,111,4.29,7.02,N
2006,paul pinegar,Fresno State (CA),QB,76.88,232,5.14,,29,110,4.49,7.36,N
1998,paul kaiser,Central Missouri,QB,74.6,211,4.78,,34.5,114,4.04,7.25,N
2012,patrick witt,Yale,QB,76,225,5.08,,31.5,101,4.37,7.14,N
2002,patrick ramsey,Tulane (LA),QB,74.5,219,5.24,,33.5,111,4.09,7.12,Y
2017,patrick mahomes,Texas Tech,QB,74.13,225,4.8,,30,114,4.08,6.88,Y
2009,pat white,West Virginia,QB,72.25,197,4.55,,35,117,4.42,7.06,Y
2011,pat devlin,Delaware,QB,75.38,225,4.81,,33,116,4.32,7.08,N
1999,oscar davenport,North Carolina,QB,75.5,199,4.89,,31,103,4.82,7.5,N
2001,ortege jenkins,Arizona,QB,72.6,234,4.83,,34.5,108,4.4,7.32,N
2006,omar jacobs,Bowling Green (OH),QB,75.88,232,4.86,,32.5,108,4.29,7.47,Y
2012,nick foles,Arizona,QB,77,243,5.03,,30.5,112,,,Y
2018,nic shimonek,Texas Tech,QB,75,220,4.88,,28.5,101,4.32,7.28,N
2017,nathan peterman,Pittsburgh,QB,74.63,226,4.82,,31,110,4.31,7.14,Y
2011,nathan enderle,Idaho,QB,76.13,240,5.12,,25.5,102,4.46,7.13,Y
2009,nathan brown,Central Arkansas,QB,72.63,219,4.86,,30.5,106,4.44,7.43,N
2016,nate sudfeld,Indiana,QB,78.13,234,,,29,105,,,Y
2009,nate davis,Ball State (IN),QB,73.38,226,4.95,,26.5,99,,,Y
2017,mitch trubisky,North Carolina,QB,74.13,222,4.67,,27.5,116,4.25,6.87,Y
2017,mitch leidner,Minnesota,QB,75.38,226,4.93,,34.5,123,4.25,6.96,N
2018,mike white,Western Kentucky,QB,77,224,5.09,,27,96,4.4,7.4,Y
2009,mike reilly,Central Washington,QB,75,214,4.79,,30.5,109,4.11,6.76,N
1998,mike mcqueary,Penn State,QB,76.3,223,5.16,,26,99,4.4,7.79,N
2001,mike mcmahon,Rutgers,QB,74.4,207,4.55,,37.5,124,4.12,7.12,Y
2010,mike kafka,Northwestern,QB,75.13,225,4.93,,32,110,4.37,6.96,Y
2013,mike glennon,North Carolina State,QB,79.13,225,4.94,,26.5,102,4.52,7.49,Y
1999,mike cook,William & Mary (VA),QB,71.6,207,4.84,,33.5,112,4.32,7.29,N
1997,mike cherry,Murray State (KY),QB,75.9,222,5.11,,28.5,105,4.38,7.8,Y
2001,michael vick,Virginia Tech,QB,72,210,4.33,,38,,,,Y
1999,michael bishop,Kansas State,QB,73,205,4.85,,33,113,4.62,7.63,Y
2010,max hall,Brigham Young,QB,72.63,209,4.84,,32,102,4.35,7.07,N
2009,matthew stafford,Georgia,QB,74.25,225,4.81,,30.5,107,4.47,7.06,Y
1998,matt sherman,Iowa,QB,73.9,207,5.06,,26.5,103,4.37,7.68,N
2013,matt scott,Arizona,QB,74.13,213,4.69,,31,118,3.99,6.69,N
2004,matt schaub,Virginia,QB,77.6,243,5.05,,30.5,110,4.62,7.65,Y
2008,matt ryan,Boston College,QB,76.75,228,4.94,,,,4.51,7.4,Y
2006,matt leinart,Southern California,QB,76.88,223,4.9,,,,,,Y
2007,matt gutierrez,Idaho State,QB,76.25,232,5.04,,29.5,108,4.28,6.99,N
2008,matt flynn,Louisiana State,QB,74.25,231,4.81,,28,109,4.34,7.21,Y
2013,matt barkley,Southern California,QB,74,230,4.91,,,,,,Y
2018,mason rudolph,Oklahoma State,QB,77,235,4.9,,26,,,,Y
2001,marques tuiasosopo,Washington,QB,73.1,223,4.71,,35.5,115,4.35,7.36,Y
2009,mark sanchez,Southern California,QB,74.13,227,4.93,,32.5,116,4.21,7.06,Y
1999,mark garcia,Ohio State,QB,75,220,4.77,,33.5,107,4.2,7.36,N
2006,marcus vick,Virginia Tech,QB,72,200,4.51,,36,117,4.08,6.94,N
2015,marcus mariota,Oregon,QB,75.75,222,4.52,,36,121,4.11,6.87,Y
1997,marcus crandell,East Carolina (NC),QB,71.4,204,4.78,,30,105,4.67,8.25,N
2000,marc bulger,West Virginia,QB,73.6,208,4.96,,,100,4.34,7.46,Y
2004,luke mccown,Louisiana Tech,QB,75.9,208,4.71,,37.5,125,4.21,6.74,Y
2007,luke getsy,Akron,QB,74.5,222,4.99,,32.5,106,4.46,6.95,N
2018,luke falk,Washington State,QB,76,215,,,26.5,103,,,Y
2018,logan woodside,Toledo,QB,73,213,4.79,,31.5,103,4.15,6.94,Y
2014,logan thomas,Virginia Tech,QB,78.13,248,4.61,,35.5,116,4.18,7.05,Y
2010,levi brown,Troy (AL),QB,75.5,229,4.93,20,31.5,106,4.43,7.07,Y
2013,landry jones,Oklahoma,QB,76.13,225,5.11,,31,115,4.3,7.12,Y
1997,lance funderburk,Valdosta State (GA),QB,76.4,227,5.23,,27,97,,,N
2008,kyle wright,Miami (FL),QB,75.4,218,4.9,,25.5,105,4.32,7.34,N
2005,kyle orton,Purdue,QB,76,233,5.11,,26.5,,4.52,7.38,Y
2018,kyle lauletta,Richmond (VA),QB,75,222,4.81,,31,113,4.07,6.95,Y
2003,kyle boller,California,QB,75,234,4.65,,35.5,117,3.99,7.19,Y
2002,kurt kittner,Illinois,QB,74.3,211,4.86,,27,97,4.5,7.34,Y
2018,kurt benkert,Virginia,QB,75,218,4.95,16,31,112,4.33,7.15,N
1997,koy detmer,Colorado,QB,72.9,180,5.14,,28.5,103,4.37,7.79,Y
2003,kliff kingsbury,Texas Tech,QB,75.5,213,4.76,,30,101,4.07,6.91,Y
2012,kirk cousins,Michigan State,QB,74.63,214,4.84,,28.5,109,4.5,7.05,Y
2008,kevin oconnell,San Diego State,QB,77,225,4.66,,31,113,4.38,7.01,Y
2007,kevin kolb,Houston,QB,75.13,218,4.89,,32.5,112,4.44,6.94,Y
2016,kevin hogan,Stanford,QB,75.25,218,4.78,,32.5,113,4.31,6.9,Y
2000,kevin feterik,Brigham Young,QB,71,207,4.94,,31,106,4.45,7.3,N
1999,kevin daft,UC-Davis,QB,73.8,203,4.91,,32.5,109,4.37,7.39,Y
2006,kent smith,Central Michigan,QB,76.75,216,4.64,,35,122,4.47,7.41,N
2012,kellen moore,Boise State,QB,72,197,4.82,,27,99,4.56,7.41,N
2006,kellen clemens,Oregon,QB,73.63,224,4.89,,,,,,Y
2014,keith wenning,Ball State (IN),QB,75,218,5,,28,99,4.25,7.07,Y
2003,juston wood,Portland State (OR),QB,72.6,207,4.84,,32.5,113,4.07,7.13,N
2001,justin coleman,Nebraska-Kearney,QB,76.4,238,5.19,20,29.5,101,4.62,7.78,N
2002,jt osullivan,UC-Davis,QB,74.1,223,4.93,,29,105,4.28,7.46,Y
2018,jt barrett,Ohio State,QB,73,224,4.7,,30,108,4.44,7.38,N
2004,jp losman,Tulane (LA),QB,74.3,224,4.7,,33,116,,,Y
2017,joshua dobbs,Tennessee,QB,75.25,216,4.64,,33,122,4.31,6.75,Y
2016,josh woodrum,Liberty (VA),QB,74,231,4.8,,31,116,4.31,6.74,N
2007,josh swogger,Montana,QB,76.5,237,5.14,,28.5,107,4.76,7.25,N
2018,josh rosen,UCLA,QB,76,226,4.92,,31,111,4.28,7.09,Y
2011,josh portis,California (PA),QB,74.88,211,4.59,,40,126,4.12,6.84,N
2002,josh mccown,Sam Houston State (TX),QB,75.9,221,4.64,,38.5,118,3.9,6.85,Y
2008,josh johnson,San Diego,QB,74.75,213,4.53,16,33.5,110,4.42,7.56,Y
2001,josh heupel,Oklahoma,QB,73.8,215,4.82,,37.5,114,4.15,7.18,Y
2004,josh harris,Bowling Green (OH),QB,73.5,238,4.84,,31,115,,,Y
2005,josh haldi,Northern Illinois,QB,74,215,4.68,,33,113,4.07,6.89,N
2009,josh freeman,Kansas State,QB,77.75,248,4.9,,33.5,119,4.43,7.11,Y
2001,josh booty,Louisiana State,QB,74.5,221,4.95,,29.5,105,4.48,7.54,Y
2003,josh blankenship,Tulsa (OK),QB,74,211,5.16,,28.5,103,4.42,7.59,N
2018,josh allen,Wyoming,QB,77,237,4.75,,33.5,119,4.4,6.9,Y
2007,jordan palmer,Texas-El Paso,QB,77.63,231,4.99,,30.5,104,4.58,7.32,Y
2014,jordan lynch,Northern Illinois,QB,72.13,217,4.76,,29.5,109,4.2,6.55,N
2012,jordan jefferson,Louisiana State,QB,76.13,223,4.58,14,36.5,116,4.06,6.81,N
2001,jonathan beasley,Kansas State,QB,73,227,4.85,,29.5,102,4.38,7.55,N
2014,johnny manziel,Texas A&M,QB,71.75,207,4.68,,31.5,112,4.03,6.75,Y
2007,john stocco,Wisconsin,QB,73.63,207,5.1,,27,104,4.6,7.29,N
2010,john skelton,Fordham (NY),QB,77.38,243,4.85,,33.5,108,4.33,7.17,Y
2009,john parker wilson,Alabama,QB,74,219,4.75,,29.5,105,4.59,7.53,N
2004,john navarre,Michigan,QB,78,246,5.18,,26.5,100,4.46,7.73,Y
1998,john dutton,Nevada Las Vegas,QB,75.9,219,4.68,,29,104,4.22,7.55,Y
2008,john david booty,Southern California,QB,74.38,218,4.93,,22.5,99,4.58,,Y
2007,john beck,Brigham Young,QB,74.13,215,4.78,,29.5,111,4.17,6.81,Y
2002,joey harrington,Oregon,QB,76,215,4.85,,32,107,4.21,7,Y
2016,joel stave,Wisconsin,QB,77.25,236,4.8,,33.5,115,4.33,7.29,N
2000,joe hamilton,Georgia Tech,QB,70.3,192,4.84,,,106,,,Y
1999,joe germaine,Ohio State,QB,73.3,211,4.8,,32,102,4.21,7.18,Y
2008,joe flacco,Delaware,QB,78.38,236,4.86,,28.5,110,4.27,6.82,Y
2014,jimmy garoppolo,Eastern Illinois,QB,74.25,226,4.97,,30.5,110,4.26,7.04,Y
2010,jimmy clausen,Notre Dame,QB,74.63,222,4.76,,,,,,Y
1997,jim druckenmiller,Virginia Tech,QB,76.6,234,,,29,106,4.28,7.92,Y
1997,jim arellanes,Fresno State (CA),QB,75.1,211,5.19,,27,102,4.67,8.03,N
2010,jevan snead,Mississippi,QB,75,219,5.04,,33,106,4.33,7.08,N
2001,jesse palmer,Florida,QB,74,231,4.79,,35.5,112,4.29,7.13,Y
2015,jerry lovelocke,Prairie View A&M,QB,76.5,248,4.99,,31.5,113,4.51,7.3,N
2011,jerrod johnson,Texas A&M,QB,77.13,251,4.75,,29,119,4.31,7.28,N
2017,jerod evans,Virginia Tech,QB,74.63,232,4.8,,26.5,112,4.41,,N
2011,jeff van camp,Florida Atlantic,QB,77,218,4.83,,31,114,4.16,6.87,N
2004,jeff smoker,Michigan State,QB,75.1,223,4.95,,26.5,101,4.36,7.65,Y
2007,jeff rowe,Nevada,QB,77.25,226,4.91,,29.5,114,4.42,6.72,Y
2014,jeff mathews,Cornell (NY),QB,75.75,223,5.26,,25.5,104,4.36,7.14,N
2016,jeff driskel,Louisiana Tech,QB,76,234,4.56,,32,122,4.25,7.19,Y
2006,jay cutler,Vanderbilt,QB,75.25,226,4.81,23,,,4.26,7.1,Y
2005,jason white,Oklahoma,QB,74.5,223,4.93,,31,102,4.19,7.28,N
1997,jason martin,Louisiana Tech,QB,74.4,234,5.01,,29,101,4.47,7.81,N
1999,jason maas,Oregon,QB,74,210,4.97,,31.5,103,4.35,7.43,N
2004,jason fife,Oregon,QB,75.9,226,4.95,,30.5,113,4.18,7.28,N
1997,jason davis,Western State Colorado,QB,75.5,220,4.92,,30.5,107,4.33,7.85,N
2005,jason campbell,Auburn,QB,76.75,230,4.72,,,,,7.42,Y
2009,jason boltus,Hartwick (NY),QB,74.75,225,4.82,26,31.5,111,4.47,7,N
2010,jarrett brown,West Virginia,QB,74.88,224,4.5,,34.5,114,4.39,7.24,N
2000,jarious jackson,Notre Dame,QB,73,226,4.68,,,109,,,Y
2007,jared zabransky,Boise State,QB,74.1,219,4.59,,35.5,111,4.08,6.78,N
2016,jared goff,California,QB,76,215,4.82,,27,110,4.47,7.17,Y
2005,jared allen,Florida Atlantic,QB,74.25,218,5,,27.5,106,4.39,7.29,N
2013,james vandenberg,Iowa,QB,74.75,226,4.92,,32,116,4.52,6.95,N
2007,james pinkney,East Carolina (NC),QB,74.5,208,4.81,,34,112,4.49,7.35,N
2015,jameis winston,Florida State,QB,76,231,4.97,,28.5,103,4.36,7.16,Y
2007,jamarcus russell,Louisiana State,QB,77.5,265,4.83,,,,,,Y
1997,jake plummer,Arizona State,QB,74.3,195,4.96,,30,111,4.29,7.3,Y
2011,jake locker,Washington,QB,74.5,231,4.51,,35,115,4.12,6.77,Y
2012,jacory harris,Miami (FL),QB,75,203,4.65,,37,113,4.4,7.1,N
2016,jacoby brissett,North Carolina State,QB,75.75,231,4.94,,31,113,4.53,7.17,Y
2006,ingle martin,Furman (SC),QB,74.25,220,4.72,,36,111,4.17,7.13,Y
2009,hunter cantwell,Louisville,QB,76.38,235,5.22,,26,99,4.59,7.4,N
2002,greg zolman,Vanderbilt,QB,73.8,220,4.9,,34,110,4.14,7.06,N
2011,greg mcelroy,Alabama,QB,73.88,220,4.84,,33,107,4.45,7.11,Y
1999,graham leigh,New Mexico,QB,73.9,212,4.79,,32.5,111,4.27,7.21,N
2009,graham harrell,Texas Tech,QB,74.13,223,5.07,,29.5,98,4.56,7.45,N
2000,giovanni carmazzi,Hofstra (NY),QB,74.6,224,4.76,,36.5,119,4.23,6.94,Y
2005,gino guidugli,Cincinnati,QB,75.75,229,5.04,,29,97,4.52,7.41,N
2013,geno smith,West Virginia,QB,74.38,218,4.58,,33.5,124,,,Y
2015,garrett grayson,Colorado State,QB,74.5,213,4.84,,,,,,Y
2006,erik meyer,Eastern Washington,QB,73,210,4.7,,32.5,112,4.12,6.83,N
2008,erik ainge,Tennessee,QB,77.5,225,5.04,,21.5,108,4.6,7.51,Y
2004,eli manning,Mississippi,QB,76.8,221,4.9,,,,,,Y
2013,ej manuel,Florida State,QB,76.63,237,4.65,,34,118,4.21,7.08,Y
2014,dustin vaughan,West Texas A&M,QB,76.88,235,4.95,,29,108,4.43,7.25,N
2005,dustin long,Sam Houston State (TX),QB,74.5,208,4.69,,30.5,108,4.08,6.77,N
2009,drew willy,Buffalo,QB,75.13,215,4.9,,30.5,109,4.45,7.18,N
2007,drew stanton,Michigan State,QB,75.25,226,4.77,,30.5,108,4.41,6.77,Y
2006,drew olson,UCLA,QB,73.63,222,5.12,,23,97,4.42,,N
2001,drew brees,Purdue,QB,72.3,213,4.85,,32,105,4.21,7.09,Y
2000,doug johnson,Florida,QB,74.4,226,4.95,,29.5,96,,,N
1999,donovan mcnabb,Syracuse,QB,74.3,223,4.64,,33,116,4.38,7.3,Y
2006,dj shockley,Georgia,QB,73.13,214,4.61,,37.5,121,4.17,7.07,Y
2017,deshone kizer,Notre Dame,QB,76.13,233,4.83,,30.5,107,4.53,7.4,Y
2017,deshaun watson,Clemson,QB,74.13,221,4.66,,32.5,119,4.31,6.95,Y
2014,derek carr,Fresno State (CA),QB,74.38,214,4.69,,34.5,110,4.2,,Y
2005,derek anderson,Oregon State,QB,78.13,242,5.06,,29,101,4.62,7.67,Y
2017,davis webb,California,QB,77,229,4.79,,33,118,,6.92,Y
2001,david rivers,Western Carolina,QB,75,223,4.73,,31.5,115,4.2,7.37,N
2002,david neill,Nevada,QB,75,206,4.95,,30,108,4.44,7.28,N
2005,david greene,Georgia,QB,75.5,226,4.8,,31.5,113,4.1,7,Y
2002,david garrard,East Carolina (NC),QB,73.9,235,4.83,,33.5,110,4.26,7.35,Y
2014,david fales,San Jose State,QB,73.63,212,4.99,,28,102,4.5,7.55,Y
2002,david carr,Fresno State (CA),QB,75.4,223,4.67,,35,106,4.28,7.05,Y
2003,dave ragone,Louisville,QB,75.6,249,4.98,,30.5,101,4.32,7.4,Y
1999,daunte culpepper,Central Florida,QB,75.8,255,4.52,,39,122,4.13,7.21,Y
2010,daryll clark,Penn State,QB,73.88,235,4.72,21,,,,,N
2012,darron thomas,Oregon,QB,74.63,220,4.77,14,36,121,4.28,7.17,N
2006,darrell hackney,Alabama-Birmingham,QB,71.63,239,4.86,,33,110,4.69,7.62,N
1997,danny wuerffel,Florida,QB,73.8,212,4.9,,28,100,4.42,7.69,Y
2018,danny etling,Louisiana State,QB,74,222,4.76,,30.5,114,4.37,7.09,Y
2005,dan orlovsky,Connecticut,QB,77,225,4.98,,29.5,105,4.39,7.33,Y
2010,dan lefevour,Central Michigan,QB,75.25,230,4.6,,29.5,110,4.22,6.93,Y
1998,dan gonzalez,East Carolina (NC),QB,74.6,214,4.89,,29,104,4.23,7.58,N
2016,dak prescott,Mississippi State,QB,74.25,226,4.79,,32.5,116,4.32,7.11,Y
2003,d bryant,Duke,QB,74,218,4.78,,35.5,114,4.34,7.36,N
2009,curtis painter,Purdue,QB,74.88,225,4.87,,29,102,4.48,7,Y
2009,cullen harper,Clemson,QB,75,225,4.95,19,30,105,4.49,7.43,N
2005,craig ochs,Montana,QB,73.75,218,4.91,,28.5,101,4.13,7.03,N
2004,craig krenzel,Ohio State,QB,75.5,228,4.84,,28,112,4.08,7.22,Y
1998,cory sauter,Minnesota,QB,76.1,218,4.98,,31,109,4.15,7.45,N
2017,cooper rush,Central Michigan,QB,74.63,228,4.93,,27,105,4.47,7.23,N
2014,connor shaw,South Carolina,QB,72.38,206,4.66,,34,115,4.33,7.07,N
2015,connor halliday,Washington State,QB,75,196,4.87,,,,,,N
2016,connor cook,Michigan State,QB,76,217,4.79,,33,113,4.28,7.21,Y
2010,colt mccoy,Texas,QB,73.13,216,4.79,,,114,,,Y
2013,collin klein,Kansas State,QB,76.88,226,4.78,,29,111,4.4,7.17,N
2011,colin kaepernick,Nevada,QB,76.63,233,4.53,,32.5,115,4.18,6.85,Y
2013,colby cameron,Louisiana Tech,QB,74.13,212,4.78,,30.5,112,4.28,6.98,N
2004,cody pickett,Washington,QB,75.5,233,4.8,,30.5,109,4.3,7.19,Y
2016,cody kessler,Southern California,QB,73.25,220,4.89,,29.5,104,4,7.32,Y
2015,cody fajardo,Nevada,QB,73.5,223,4.63,,32.5,118,4.1,6.95,N
2001,cleo lemon,Arkansas State,QB,74,226,4.87,,35.5,106,4.27,7.33,N
2017,cj beathard,Iowa,QB,74.13,219,,,31,113,,,Y
1997,chuck clements,Houston,QB,74.6,211,4.98,,31.5,108,4.36,7.69,Y
2011,christian ponder,Florida State,QB,74,229,4.63,,34,116,4.09,6.85,Y
2016,christian hackenberg,Penn State,QB,76.38,223,4.78,,31,114,4.33,7.04,Y
2003,chris simms,Texas,QB,76.4,220,4.86,,31,103,4.18,7.37,Y
2005,chris rix,Florida State,QB,74,214,4.73,,33.5,113,4.53,7.53,N
2000,chris redman,Louisville,QB,74.8,222,5.37,,26.5,98,4.78,7.8,Y
1998,chris mccoy,Navy,QB,69.8,196,4.8,15,29.5,109,,,N
2007,chris leak,Florida,QB,71.88,209,4.77,,32.5,113,4.41,7.03,N
1999,chris greisen,Northwest Missouri State,QB,74.5,223,5.06,,30.5,107,4.33,7.29,Y
2018,chase litton,Marshall (WV),QB,77,230,4.9,,29.5,106,4.53,7.49,N
2009,chase holbrook,New Mexico State,QB,76.13,242,5.12,,27,108,4.65,7.93,N
2009,chase daniel,Missouri,QB,72,218,4.79,,33,,4.31,7.28,N
2006,charlie whitehurst,Clemson,QB,76.75,223,4.76,,33,112,4.11,7,Y
2005,charlie frye,Akron,QB,75.88,225,4.85,,33,109,4.08,6.94,Y
1998,charlie batch,Eastern Michigan,QB,73.9,216,4.89,,33.5,118,4.11,7.6,Y
2012,chandler harnish,Northern Illinois,QB,73.63,219,4.68,,32.5,112,4.15,6.78,Y
2000,chad pennington,Marshall (WV),QB,75.4,229,4.85,,33.5,111,4.16,7.12,Y
2017,chad kelly,Mississippi,QB,74,224,,,,,4.08,,Y
2008,chad henne,Michigan,QB,74.88,230,4.95,,25.5,106,4.4,7.17,Y
2012,case keenum,Houston,QB,72.63,208,4.72,,32.5,103,,,N
2016,carson wentz,North Dakota State,QB,77.25,237,4.77,,30.5,118,4.15,6.86,Y
